"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevant Excerpt","Abstract"
"Is Recombination a Problem for Species-Tree Analyses?","https://scispace.com/paper/lanier-and-knowles-2012-is-recombination-a-problem-for-vofboqvz","2012","","Systematic Biology","Hayley C. Lanier
L. Lacey Knowles","10.1093/sysbio/syr128","https://scispace.com/records/lanier-and-knowles-2012-is-recombination-a-problem-for-vofboqvz","1. VOL. 61:
 Coalescent methods for species-tree reconstruction ) take advantage of the information contained in a sample of gene trees to reconstruct species trees accurately and are robust to error a variety of sources, including hybridization , gene flow , or recombination (this paper).

2. METHODS:
 As sampling effort and speciation history have both been shown to play a role in the ease of species-tree reconstructions , a variety of cases were compared. Data were simulated from 10 species trees (available on Dryad [data dryad.org] doi:10.5061/dryad.j611s56r),","As the field of phylogenetics transitions into phylogenomics it has spurred a shift in the general paradigm for data analysis whereby specific dataset attributes can now be considered in a model-based framework. Much effort has been put into modeling the effects of nucleotide substitution within a genealogy (i.e., modeling mutations; Felsenstein 2005) and the sorting of genes between lineages (i.e., coalescence; Knowles and Kubatko 2010), both of which are inherent properties of all species histories. Improvements in accuracy of species-tree estimation related to using models that account for these two sources of uncertainty have been well documented (Carstens and Knowles 2007; Edwards et al. 2007; Kubatko and Degnan 2007), but these are clearly not the only sources of gene-tree species-tree discordance. As the field transitions towards using multilocus data, the role of other inherent dataset properties that may be sources of uncertainty, such as intralocus recombination, needs to be examined and quantified. As all species-tree methods in current use rely on the simplifying assumption that recombination occurs between but not within loci, ignoring the presence of recombination represents a widespread and ubiquitous violation of species-tree models. Recombination within a locus may be a greater problem for species-tree methodologies than for concatenation because species-tree methods more accurately model the patterns arising from coalescent stochasticity. Concatenation assumes that all genes share a common underlying tree, a model violated by most multilocus data (Knowles and Carstens 2007; Cranston 2010; Linnen 2010; Wiens et al. 2010). The failure to recognize recombination events may result in a mismatch between estimated gene trees and the true genealogies (Fig. 1). This discord is necessarily smaller relative to the discord of both ignoring recombination and making the assumption that all loci would have the same genealogy (i.e., ignoring coalescent variance), as when data are concatenated. Nevertheless, because coalescent methods for species-tree estimation explicitly model each gene tree separately, the relative contribution of recombination to the uncertainty of the estimated species tree may be substantial. Challenges posed by recombination may also be greatest for species-tree methods that rely on estimating parameters related to the scaled mutation rate (Liu 2008; Liu et al. 2008; Heled and Drummond 2010) because recombination-introduced heterogeneity may interfere with branch length estimates or for species-tree methods that do not fully account for gene-tree uncertainty (Maddison and Knowles 2006; Kubatko et al. 2009). Lastly, recombination may interact with other aspects of the speciation history, such as time to divergence, population size, the length of time between speciation events, and sampling effort (McCormack et al. 2009). For example, recombination events occurring in recently speciated groups may not have accumulated a sufficient number of mutations for the effects to be problematic (see Fig. 1)."
"Lack of Congruence Between Morphological and Molecular Data in Reconstructing the Phylogeny of the Galagonidae","https://scispace.com/paper/masters-and-brothers-2002-lack-of-congruence-between-chqumgux","2002","","American Journal of Physical Anthropology","Judith C. Masters
Denis J. Brothers","10.1002/ajpa.10001","https://scispace.com/records/masters-and-brothers-2002-lack-of-congruence-between-chqumgux","1. Analyses using cheirogaleids as outgroups:
 Omitting the two mouse lemur taxa (Microcebus) improved the situation remarkably, resulting in a single most-parsimonious tree (length ϭ 53, CI ϭ 0.71, RI ϭ 0.81), in which the Euoticus taxa were separated out as the sister taxon to the remaining galagos, with Otolemur as the next most divergent taxon.","Published cladistic reconstructions of galagonid phylogeny based on morphological, behavioral, and genetic data have had few elements in common. A recent molecular study indicated that 2 of the 3 generic groupings derived from morphological data were not consistent with tree topologies constructed from the analysis of mitochondrial DNA sequences. In this study, we compiled and analyzed a data set based on craniodental morphology in 13 galagonid and 8 outgroup taxa, comprising 3 dwarf-lemur and 5 loris species, and subjected it to cladistic analysis. Our aim was not only to generate a new phylogenetic hypothesis based on these data, but also to investigate the conditions under which congruence could be achieved between these results and those obtained previously. The data set was found to be highly sensitive to the choice of outgroup, with the lorises showing high interspecific variability in cranial structure. Congruence between the craniodental and molecular trees could be achieved only if Arctocebus was used as the outgroup and two characters were preferentially weighted. Further progress in the reconstruction of galagonid phylogeny will require seeking consensus in a variety of other data sets, including postcranial morphology, behavior, and additional gene sequences. The effect of different outgroups on molecular analysis needs attention. Am J Phys Anthropol 117:79-93, 2002. © 2002 Wiley-Liss, Inc."
"Gene tree discordance, phylogenetic inference and the multispecies coalescent","https://scispace.com/paper/degnan-and-rosenberg-2009-gene-tree-discordance-phylogenetic-wkvqkdvs","2009","","Trends in Ecology and Evolution","James H. Degnan
Noah A. Rosenberg","10.1016/j.tree.2009.01.009","https://scispace.com/records/degnan-and-rosenberg-2009-gene-tree-discordance-phylogenetic-wkvqkdvs","1. The multispecies coalescent:
 It also accommodates multiple individuals (alleles or lineages) sampled per species .

2. Gene tree probabilities:
 These results are potentially compatible with the multispecies coalescent when there is a long separation between the split of orangutan (which has the role of species 'D') and the divergence of the other great apes, but a short interval between the separation of gorillas and the human-chimpanzee split.

3. Abstract:
 With the increasing abundance of molecular data and the recognition that evolutionary trees from different genes often have conflicting branching patterns [1-8], it is becoming increasingly feasible to implement multilocus approaches to phylogenetic inference.","The field of phylogenetics is entering a new era in which trees of historical relationships between species are increasingly inferred from multilocus and genomic data. A major challenge for incorporating such large amounts of data into inference of species trees is that conflicting genealogical histories often exist in different genes throughout the genome. Recent advances in genealogical modeling suggest that resolving close species relationships is not quite as simple as applying more data to the problem. Here we discuss the complexities of genealogical discordance and review the issues that new methods for multilocus species tree inference will need to address to account successfully for naturally occurring genomic variability in evolutionary histories."
"Primate extinction risk and historical patterns of speciation and extinction in relation to body mass","https://scispace.com/paper/matthews-et-al-2011-primate-extinction-risk-and-historical-05nr285d","2010","","Proc. R. Soc. B","Luke J. Matthews
Christian Arnold
Zarin Machanda
Charles L. Nunn","10.1098/rspb.2010.1489","https://scispace.com/records/matthews-et-al-2011-primate-extinction-risk-and-historical-05nr285d","1. (a) Tree inference:
 As our hypotheses pertained to the order Primates as a whole, we needed a phylogeny that included as many species as possible. To this end, we used the trees available from the 10KTREES project, v. 1 (http://10ktrees.fas.harvard.edu/).","Body mass is thought to influence diversification rates, but previous studies have produced ambiguous results. We investigated patterns of diversification across 100 trees obtained from a new Bayesian infer- ence of primate phylogeny that sampled trees in proportion to their posterior probabilities. First, we used simulations to assess the validity of previous studies that used linear models to investigate the links between IUCN Red List status and body mass. These analyses support the use of linear models for ordinal ranked data on threat status, and phylogenetic generalized linear models revealed a significant positive correlation between current extinction risk and body mass across our tree block. We then investigated historical patterns of speciation and extinction rates using a recently developed maximum- likelihood method. Specifically, we predicted that body mass correlates positively with extinction rate because larger bodied organisms reproduce more slowly, and body mass correlates negatively with speciation rate because smaller bodied organisms are better able to partition niche space. We failed to find evidence that extinction rates covary with body mass across primate phylogeny. Similarly, the specia- tion rate was generally unrelated to body mass, except in some tests that indicated an increase in the speciation rate with increasing body mass. Importantly, we discovered that our data violated a key assumption of sample randomness with respect to body mass. After correcting for this bias, we found no association between diversification rates and mass."
"Phylogenetic Mixture Models Can Reduce Node-Density Artifacts","https://scispace.com/paper/venditti-et-al-2008-phylogenetic-mixture-models-can-reduce-t9m9anre","2008","","Systematic Biology","Chris Venditti
Andrew Meade
Mark Pagel","10.1080/10635150802044045","https://scispace.com/records/venditti-et-al-2008-phylogenetic-mixture-models-can-reduce-t9m9anre","1. Phylogenetic Reconstruction:
 For each data set we inferred trees using five different models, ranging from a simple 1Q model (the conventional nonmixture or homogeneous GTR model) through to mixture models with two, three, four, and five Q's.

2. Phylogenetic Reconstruction:
 We used the Bayesian mixture model described in  to produce posterior samples of phylogenetic trees from each of the simulated alignments.

3. Phylogenetic Reconstruction:
 To compare the mixture models to the true model, we estimated posterior samples of trees for each alignment based on partitioning according to the known pattern heterogeneity in the data (corresponding to perfect prior knowledge of sites).","We investigate the performance of phylogenetic mixture models in reducing a well-known and pervasive artifact of phylogenetic inference known as the node-density effect, comparing them to partitioned analyses of the same data. The node-density effect refers to the tendency for the amount of evolutionary change in longer branches of phylogenies to be underestimated compared to that in regions of the tree where there are more nodes and thus branches are typically shorter. Mixture models allow more than one model of sequence evolution to describe the sites in an alignment without prior knowledge of the evolutionary processes that characterize the data or how they correspond to different sites. If multiple evolutionary patterns are common in sequence evolution, mixture models may be capable of reducing node-density effects by characterizing the evolutionary processes more accurately. In gene-sequence alignments simulated to have heterogeneous patterns of evolution, we find that mixture models can reduce node-density effects to negligible levels or remove them altogether, performing as well as partitioned analyses based on the known simulated patterns. The mixture models achieve this without knowledge of the patterns that generated the data and even in some cases without specifying the full or true model of sequence evolution known to underlie the data. The latter result is especially important in real applications, as the true model of evolution is seldom known. We find the same patterns of results for two real data sets with evidence of complex patterns of sequence evolution: mixture models substantially reduced node-density effects and returned better likelihoods compared to partitioning models specifically fitted to these data. We suggest that the presence of more than one pattern of evolution in the data is a common source of error in phylogenetic inference and that mixture models can often detect these patterns even without prior knowledge of their presence in the data. Routine use of mixture models alongside other approaches to phylogenetic inference may often reveal hidden or unexpected patterns of sequence evolution and can improve phylogenetic inference. [Mixture models; molecular evolution; node-density effect; phylogeny reconstruction; simulation.]"
"Accelerated Species Inventory on Madagascar Using Coalescent-Based Models of Species Delineation","https://scispace.com/paper/monaghan-et-al-2009-accelerated-species-inventory-on-9cytlz74","2009","","Systematic Biology","Michael T. Monaghan
Ruth Wild
Miranda Elliot
Tomochika Fujisawa
Michael Balke
Daegan J.G. Inward
David C. Lees
Ravo Ranaivosolo
Paul Eggleton
Timothy G. Barraclough
Alfried P. Vogler","10.1093/sysbio/syp027","https://scispace.com/records/monaghan-et-al-2009-accelerated-species-inventory-on-9cytlz74","1. Species Delineation with the GMYC Model:
 The GMYC approach was applied to trees reconstructed with a relaxed lognormal coalescent, a relaxed lognormal Yule, and a uniform clock.","High-throughput DNA sequencing has the potential to accelerate species discovery if it is able to recognize evolutionary entities from sequence data that are comparable to species. The general mixed Yule-coalescent (GMYC) model estimates the species boundary from DNA surveys by identifying independently evolving lineages as a transition from coalescent to speciation branching patterns on a phylogenetic tree. Applied here to 12 families from 4 orders of insects in Madagascar, we used the model to delineate 370 putative species from mitochondrial DNA sequence variation among 1614 individuals. These were compared with data from the nuclear genome and morphological identification and found to be highly congruent (98% and 94%). We developed a modified GMYC that allows for a variable transition from coalescent to speciation among lineages. This revised model increased the congruence with morphology (97%), suggesting that a variable threshold better reflects the clustering of sequence data into biological species. Local endemism was pronounced in all 5 insect groups. Most species (60-91%) and haplotypes (88-99%) were found at only 1 of the 5 study sites (40-1000 km apart). This pronounced endemism resulted in a 37% increase in species numbers using diagnostic nucleotides in a population aggregation analysis. Sample sizes between 7 and 10 individuals represented a threshold above which there was minimal increase in genetic diversity, broadly agreeing with coalescent theory and other empirical studies. Our results from >1.4 Mb of empirical data suggest that the GMYC model captures species boundaries comparable to those from traditional methods without the need for prior hypotheses of population coherence. This provides a method of species discovery and biodiversity assessment using single-locus data from mixed or environmental samples while building a globally available taxonomic database for future identifications. [Biodiversity; coalescent; DNA barcoding; DNA taxonomy; endemism; GMYC; Madagascar; turnover.]"
"Identifying Hybridization Events in the Presence of Coalescence via Model Selection","https://scispace.com/paper/kubatko-2009-identifying-hybridization-events-in-the-9sermqt4","2009","","Systematic Biology","Laura Salter Kubatko","10.1093/sysbio/syp055","https://scispace.com/records/kubatko-2009-identifying-hybridization-events-in-the-9sermqt4","1. DISCUSSION:
 As recognition of the importance of the coalescent in phylogenetic species tree inference continues to grow, the challenge becomes the development of models that become increasingly sophisticated by including additional evolutionary process known to be at work in the evolution of single-gene histories within the common framework of the species tree.","As DNA sequences have become more readily available, it has become increasingly desirable to infer species phylogenies from multigene data sets. Much recent work has centered around the recognition that substantial incongruence in single-gene phylogenies necessitates the development of statistical procedures to estimate species phylogenies that appropriately model the process of evolution at the level of the individual genes. One process that gives rise to variation in the histories of individual genes is incomplete lineage sorting, which is commonly modeled by the coalescent, and thus much current work is focused on proper estimation of species phylogenies under the coalescent model. A second common source of discord in single-gene phylogenies is hybridization, a process that is ubiquitous in many groups of plants and animals. Although methods to incorporate hybridization into phylogenetic estimation have also been developed, only a handful of methods that address both coalescence and hybridization have been proposed. Here, I propose an extension of an existing model that incorporates both of these processes simultaneously by utilizing gene trees for inference in a likelihood framework. The model allows examination of the evidence for hybridization in the presence of incomplete lineage sorting due to deep coalescence via model selection using standard information criteria (e.g., Akaike information criterion and Bayesian information criterion ). The potential of the method is evaluated using simulated data. [deep coalescence; gene trees; hybridization; incomplete lineage sorting; multilocus data; species phylogeny.]"
"GENETIC ALGORITHM APPROACHES FOR THE PHYLOGENETIC ANALYSIS OF LARGE BIOLOGICAL SEQUENCE DATASETS UNDER THE MAXIMUM LIKELIHOOD CRITERION","https://scispace.com/paper/2006zwicklgeneticalgorithphdthesis-ijuw8sml","2006","","","Derrick Joel Zwickl","","https://scispace.com/records/2006zwicklgeneticalgorithphdthesis-ijuw8sml","1. Abstract:
 Model-based methods have been repeatedly shown to be the most accurate choice for the reconstruction of phylogenetic trees, and thus are an attractive choice despite their high computational demands. Using the Maximum Likelihood (ML) criterion to choose among phylogenetic trees is one commonly used model-based technique.","Phylogenetic trees have a multitude of applications in biology, epidemiology, conservation and even forensics. However, the inference of phylogenetic trees can be extremely computationally intensive. The computational burden of such analyses becomes even greater when model-based methods are used. Model-based methods have been repeatedly shown to be the most accurate choice for the reconstruction of phylogenetic trees, and thus are an attractive choice despite their high computational demands. Using the Maximum Likelihood (ML) criterion to choose among phylogenetic trees is one commonly used model-based technique. Until recently, software for performing ML analyses of biological sequence data was largely intractable for more than about one hundred sequences. Because advances in sequencing technology now make the assembly of datasets consisting of thousands of sequences common, ML search algorithms that are able to quickly and accurately analyze such data must be developed if ML techniques are to remain a viable option in the future. I have developed a fast and accurate algorithm that allows ML phylogenetic searches to be performed on datasets consisting of thousands of sequences. My software uses a genetic algorithm approach, and is named GARLI (Genetic Algorithm for Rapid Likelihood Inference). The speed of this new algorithm results primarily from its novel technique for partial optimization of branch-length parameters following topological rearrangements. Experiments performed with GARLI show that it is able to analyze large datasets in a small fraction of the time required by the previous generation of search algorithms. The program also performs well relative to two other recently introduced fast ML search programs. Large parallel computer clusters have become common at academic institutions in recent years, presenting a new resource to be used for phylogenetic analyses. The P-GARLI algorithm extends the approach of GARLI to allow simultaneous use of many computer processors. The processors may be instructed to work together on a phylogenetic search in either a highly coordinated or largely independent fashion. Preliminary experiments suggest that analyses using the P-GARLI software can result in better solutions than can be obtained with the serial GARLI algorithm."
"Hidden in the Dark: A Review of Galagid Systematics and Phylogenetics","https://scispace.com/paper/penna-and-pozzi-2024-hidden-in-the-dark-a-review-of-galagid-piufk1sg","2024","","International Journal of Primatology","Anna Penna
Luca Pozzi","10.1007/s10764-024-00430-w","https://scispace.com/records/penna-and-pozzi-2024-hidden-in-the-dark-a-review-of-galagid-piufk1sg","1. Incorporating multiple lines of evidence: the integrative taxonomy approach:
 The description of the new genus Paragalago combined multiple lines of evidence to support the hypothesis that dwarf galagos do not represent a single evolutionary lineage but, in fact, two radiations of miniaturized primates .","An accurate representation of species diversity is critical in primatology; most of the questions in evolutionary biology, ecology, and conservation hinge on species as a fundamental unit of analysis. Galagos are among the least-known primates. Because of their cryptic morphology, broad distribution, and sampling challenges arising from elusive habits and political instability, substantial knowledge gaps about their taxonomy, evolutionary history, and biogeography remain. Despite these limitations, recent research that integrated field surveys, acoustic, morphological, and genetic analyses helped us to better understand the taxonomic diversity of this primate group. In this paper, we (1) review the current status of galagid taxonomy; (2) synthesize our current understanding of their phylogenetics, origins, and biogeography; and (3) explore current and future approaches to elucidate galagid cryptic species diversity. The onset of galago systematics dates back to the early 19th century, with taxonomic descriptions following natural history expeditions and comparative anatomy studies. Although morphology has historically dominated systematic research on galagos, the coupling of acoustic analyses with genetic data has revolutionized the field. Taxonomic rearrangements include the discovery of new species in the wild (e.g., Galagoides kumbirensis) and the description of a new genus (Paragalago). Technological advances have allowed the collection of acoustic data in remote areas, and molecular techniques have the potential to help researchers fill important geographic gaps. Improving the resolution of galago species diversity also has implications for the conservation of wild populations, as a better understanding of species boundaries and ranges can aid in the implementation of conservation strategies."
"ESTIMATING SPECIES TREES USING MULTIPLE-ALLELE DNA SEQUENCE DATA","https://scispace.com/paper/liu-et-al-2008-estimating-species-trees-using-multiple-dhrxkvmh","2008","","Evolution","Liang Liu
Dennis K. Pearl
Robb T. Brumfield
Scott V. Edwards","10.1111/j.1558-5646.2008.00414.x","https://scispace.com/records/liu-et-al-2008-estimating-species-trees-using-multiple-dhrxkvmh","1. Abstract:
 We propose a Bayesian hierarchical model to reconstruct species trees from multipleallele, multilocus sequence data, building on a recently proposed method for estimating species trees from single allele multilocus data. A two-step Markov Chain Monte Carlo (MCMC) algorithm is adopted to estimate the posterior distribution of the species tree.","Several techniques, such as concatenation and consensus methods, are available for combining data from multiple loci to produce a single statement of phylogenetic relationships. However, when multiple alleles are sampled from individual species, it becomes more challenging to estimate relationships at the level of species, either because concatenation becomes inappropriate due to conflicts among individual gene trees, or because the species from which multiple alleles have been sampled may not form monophyletic groups in the estimated tree. We propose a Bayesian hierarchical model to reconstruct species trees from multiple-allele, multilocus sequence data, building on a recently proposed method for estimating species trees from single allele multilocus data. A two-step Markov Chain Monte Carlo (MCMC) algorithm is adopted to estimate the posterior distribution of the species tree. The model is applied to estimate the posterior distribution of species trees for two multiple-allele datasets—yeast (Saccharomyces) and birds (Manacus—manakins). The estimates of the species trees using our method are consistent with those inferred from other methods and genetic markers, but in contrast to other species tree methods, it provides credible regions for the species tree. The Bayesian approach described here provides a powerful framework for statistical testing and integration of population genetics and phylogenetics."